#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-21T02:42:53 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-21T02:42:54	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	A	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	PA	(F6.1)	[-160/90]? Position angle of major axis	[ucd=pos.posAng]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_[3.6]	(F6.3)	? Mean error on [3.6]	[ucd=stat.error]
#Column	[4.5]	(F6.3)	? Spitzer/IRAC 4.5um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_[4.5]	(F6.3)	? Growth-curve fitting error in [4.5]	[ucd=stat.error]
#Column	c31	(F6.3)	[1/]? r(75%)/r(25%) concentration index at 3.6um	[ucd=meta.code;spect.index;em.IR.3-4um]
#Column	c42	(F6.3)	? 5*log10(r(80%)/r(20%)) concentration index at 3.6um	[ucd=meta.code;spect.index;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	M4.5	(F7.3)	? Absolute magnitude at 4.5um	[ucd=phys.magAbs;em.IR.4-8um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dmean	(F6.3)	? Standard deviation of Dmean	[ucd=stat.error]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	e_TT	(F4.1)	? Error on TT	[ucd=stat.error]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_Vr	(F4.1)	? Mean error on Vr	[ucd=stat.error]
#Column	S4G	(A3)	See the NASA/IPAC details for this galaxy	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	A	Name	RAJ2000	DEJ2000	amaj	PA	ell	[3.6]	e_[3.6]	[4.5]	e_[4.5]	c31	c42	M3.6	M4.5	logM*	Dmean	e_Dmean	TT	e_TT	Vr	e_Vr	S4G	Simbad	NED	LEDA
    1491	 	UGC09730  	226.01168	+77.63514	 41.3	  47.1	 0.115	14.570	 0.002	14.998	 0.004	 2.809	 2.817	-18.097	-17.669	 9.366	       	      	 6.6	 0.7	 2132.5	10.2	S4G	Simbad	NED	LEDA
    1492	 	UGC09746  	227.56880	+01.93500	 53.7	 -43.5	 0.643	13.827	 0.001	14.239	 0.001	 2.678	 2.633	-18.217	-17.805	 9.402	       	      	 4.0	 0.5	 1735.7	 6.1	S4G	Simbad	NED	LEDA
    1493	 	PGC045824 	197.99261	-12.06428	 51.5	  82.9	 0.386	14.778	 0.006	15.232	 0.001	 3.362	 3.249	-17.748	-17.294	 9.245	 32.000	      	 6.7	 0.7	 2112.5	 7.0	S4G	Simbad	NED	LEDA
    1494	 	PGC066242 	317.52126	-03.70167	 60.3	  43.4	 0.489	14.109	 0.006	14.626	 0.003	 3.261	 3.122	-18.920	-18.403	 9.761	 40.350	 6.583	 4.1	 0.5	 2230.9	 4.2	S4G	Simbad	NED	LEDA
    1495	 	PGC066559 	319.92854	-07.55205	 46.2	  51.6	 0.232	14.493	 0.007	14.951	 0.002	 2.919	 2.880	-18.437	-17.979	 9.524	       	      	 8.0	 0.5	 2734.3	 7.9	S4G	Simbad	NED	LEDA
    1496	 	PGC066738 	321.49940	-03.80978	 53.3	  31.8	 0.788	15.012	 0.005	15.382	 0.019	 3.024	 2.949	-18.081	-17.711	 9.317	       	      	 7.4	 1.4	 2931.0	 5.5	S4G	Simbad	NED	LEDA
    1497	 	PGC067871 	330.49728	-12.19044	 58.6	 -47.4	 0.312	14.570	 0.012	14.811	 0.001	 3.338	 3.271	-18.211	-17.970	 9.273	 36.000	      	 7.0	 0.5	 2725.9	 5.8	S4G	Simbad	NED	LEDA
    1498	 	PGC068030 	331.59661	-15.41634	 36.4	 -58.5	 0.729	14.878	 0.001	15.281	 0.002	 2.716	 2.705	-18.038	-17.635	 9.323	       	      	 5.4	 1.1	 2772.0	 5.5	S4G	Simbad	NED	LEDA
    1499	 	PGC068061 	331.72995	-31.05305	 49.0	  82.5	 0.694	13.230	 0.001	13.589	 0.001	 2.903	 2.849	-19.395	-19.037	 9.834	 33.500	      	 0.1	 1.0	 2590.0	24.7	S4G	Simbad	NED	LEDA
    1500	 	PGC068771 	336.04800	-03.48348	 57.5	  67.1	 0.072	14.021	 0.003	14.581	 0.011	 3.052	 2.991	-18.985	-18.425	 9.818	       	      	 6.6	 0.8	 2832.8	 5.7	S4G	Simbad	NED	LEDA
    1501	 	PGC069114 	338.19454	-14.09684	 54.5	 -45.8	 0.722	15.559	 0.024	16.081	 0.008	 3.576	 3.427	-17.133	-16.611	 9.050	       	      	 6.9	 0.7	 2510.5	 7.5	S4G	Simbad	NED	LEDA
    1502	 	PGC069224 	338.72605	-04.70189	 54.0	 -83.7	 0.551	15.234	 0.005	15.751	 0.001	 3.002	 3.022	-15.230	-14.713	 8.285	       	      	 9.8	 1.2	  890.4	 5.7	S4G	Simbad	NED	LEDA
    1503	 	PGC069293 	339.14580	-02.90674	 78.3	 -16.3	 0.115	13.194	 0.004	13.732	 0.001	 2.759	 2.748	-18.605	-18.067	 9.650	 22.900	      	 8.9	 0.5	 1692.5	 2.7	S4G	Simbad	NED	LEDA
    1504	 	PGC069339 	339.33755	-08.46084	 34.3	  -1.2	 0.062	15.287	 0.125	15.700	 0.003	 2.240	 2.230	-17.680	-17.267	 9.188	       	      	 9.9	 0.5	 2813.8	 4.0	S4G	Simbad	NED	LEDA
    1505	 	PGC069404 	339.73797	-05.85324	 98.5	  36.3	 0.105	12.115	 0.001	12.886	 0.001	 2.074	 1.992	-20.941	-20.170	10.757	       	      	 8.0	 0.5	 2916.2	 3.7	S4G	Simbad	NED	LEDA
    1506	 	PGC069415 	339.78630	-04.75987	 33.9	  68.4	 0.523	16.043	 0.007	16.939	 0.010	 4.271	 3.724	-14.353	-13.457	 8.214	 12.000	      	 9.9	 0.5	  829.7	 3.6	S4G	Simbad	NED	LEDA
    1507	 	PGC069448 	340.06301	-02.42406	 71.0	  86.5	 0.353	12.870	 0.003	13.329	 0.002	 2.530	 2.609	-20.134	-19.675	10.203	 39.883	 5.765	 4.0	 0.7	 2968.2	 5.5	S4G	Simbad	NED	LEDA
    1508	 	PGC069691 	341.60161	-14.18025	 67.4	 -69.6	 0.786	15.021	 0.002	15.531	 0.005	 3.045	 3.002	-17.744	-17.235	 9.284	 35.733	 0.115	 7.1	 0.8	 2596.6	 5.4	S4G	Simbad	NED	LEDA
    1509	 	PGC070657 	347.90250	-15.47630	 50.9	  -3.2	 0.833	16.230	 0.003	16.919	 0.003	 2.291	 2.289	-16.273	-15.584	 8.829	 31.667	 0.231	 7.1	 0.7	 2102.0	 7.9	S4G	Simbad	NED	LEDA
    1510	 	PGC071479 	351.83795	-23.49945	 34.4	 -39.6	 0.534	15.003	 0.006	15.613	 0.005	 2.751	 2.811	-16.815	-16.204	 8.987	       	      	-1.0	 2.0	 1759.0	 8.5	S4G	Simbad	NED	LEDA
    1511	 	PGC072006 	354.70347	-05.74660	 47.4	  53.0	 0.646	15.164	 0.007	15.523	 0.001	 2.541	 2.548	-17.088	-16.729	 8.911	       	      	 9.0	 0.5	 2042.2	 8.7	S4G	Simbad	NED	LEDA
    1512	 	PGC072252 	356.04379	-06.16959	 49.5	  54.6	 0.350	13.773	 0.001	14.109	 0.003	 3.145	 3.076	-18.439	-18.102	 9.435	 27.686	 4.998	 5.0	 0.5	 2109.5	 3.9	S4G	Simbad	NED	LEDA
    1513	 	PGC090540 	020.34869	-01.86272	 29.4	  26.4	 0.770	16.945	 0.012	17.448	 0.003	 2.377	 2.404	-16.096	-15.593	 8.621	 40.575	 0.574	 7.9	 1.3	 2217.0	 7.6	S4G	Simbad	NED	LEDA
    1514	 	PGC090553 	023.88143	+02.03158	 39.7	  79.1	 0.782	16.407	 0.013	16.929	 0.004	 1.919	 1.822	-16.932	-16.410	 8.969	 46.550	 0.526	 7.6	 1.3	 2609.2	 6.5	S4G	Simbad	NED	LEDA
    1515	 	PGC090694 	056.82579	-14.69709	 38.9	 -43.7	 0.731	15.314	 0.003	15.735	 0.001	 2.907	 2.785	-17.321	-16.900	 9.050	 33.650	 0.370	 7.9	 1.3	 1697.0	 7.6	S4G	Simbad	NED	LEDA
    1516	 	PGC091215 	189.22904	+01.61509	 34.0	   4.2	 0.713	16.492	 0.014	16.980	 0.002	 3.368	 3.185	-15.765	-15.277	 8.477	 28.275	 0.838	 7.9	 1.3	  591.0	 7.6	S4G	Simbad	NED	LEDA
    1517	 	PGC091228 	191.75271	+32.65164	 37.3	  67.1	 0.858	17.117	 0.054	17.336	 0.013	 2.428	 2.393	-14.251	-14.032	 7.672	 18.775	 0.236	 7.9	 1.3	  519.0	 6.8	S4G	Simbad	NED	LEDA
    1518	 	PGC091408 	225.73095	-13.32949	 44.1	 -27.8	 0.857	16.556	 0.003	16.925	 0.017	 2.656	 2.656	-16.917	-16.548	 8.851	 49.500	 0.476	 7.9	 1.3	 2515.0	 7.6	S4G	Simbad	NED	LEDA
    1519	 	PGC091413 	226.63875	-12.71709	 45.9	  63.8	 0.822	16.201	 0.001	16.485	 0.001	 2.888	 2.816	-17.359	-17.075	 8.963	 51.525	 0.568	 7.9	 1.3	 2328.0	 6.0	S4G	Simbad	NED	LEDA
    1520	 	PGC1059326	213.82021	-04.35851	 33.0	  15.0	 0.499	15.380	 0.012	15.821	 0.022	 4.071	 3.613	-17.584	-17.143	 9.171	       	      	 3.6	 5.0	 2734.3	 7.4	S4G	Simbad	NED	LEDA
    1521	 	PGC1063216	213.94621	-04.07589	 34.6	   8.4	 0.222	15.194	 0.020	15.598	 0.003	 2.880	 2.855	-17.765	-17.362	 9.215	       	      	    	    	 2729.7	 6.3	S4G	Simbad	NED	LEDA
    1522	 	UGC00017  	000.92973	+15.21898	 46.8	 -14.2	 0.206	14.880	 0.006	15.134	 0.044	 3.481	 3.281	-15.689	-15.436	 8.273	 13.000	      	 9.1	 0.5	  877.7	 3.7	S4G	Simbad	NED	LEDA
    1523	 	UGC00099  	002.66975	+13.70984	 49.3	 -54.8	 0.190	14.543	 0.006	14.896	 0.006	 3.429	 3.247	-17.330	-16.977	 9.003	 23.700	      	 8.8	 0.5	 1740.0	 4.5	S4G	Simbad	NED	LEDA
    1524	 	UGC10477  	249.39452	+37.28444	 54.5	  23.3	 0.733	15.435	 0.013	15.839	 0.002	 3.295	 3.168	-15.538	-15.134	 8.324	       	      	 4.7	 1.6	  851.0	10.0	S4G	Simbad	NED	LEDA
    1525	 	PGC011367 	045.13228	-15.73618	 66.7	  -9.7	 0.103	12.919	 0.002	13.374	 0.006	 2.606	 2.601	-18.589	-18.135	 9.582	       	      	 6.9	 0.7	 1573.0	 8.8	S4G	Simbad	NED	LEDA
    1526	 	PGC011677 	046.76916	-14.00349	 49.4	  64.8	 0.043	14.308	 0.006	14.874	 0.006	 4.007	 4.006	-17.004	-16.438	 9.031	 18.300	      	 9.1	 0.5	 1526.2	 4.7	S4G	Simbad	NED	LEDA
    1527	 	PGC011744 	047.07897	-13.90297	 42.4	  59.1	 0.478	13.834	 0.005	14.208	 0.002	 4.220	 3.712	-17.683	-17.309	 9.160	       	      	 1.0	 2.3	 1568.6	 8.4	S4G	Simbad	NED	LEDA
    1528	 	PGC012068 	048.65928	-04.77432	 51.9	 -64.2	 0.128	14.283	 0.030	14.698	 0.015	 2.799	 2.801	-17.922	-17.506	 9.286	 27.600	      	10.0	 0.5	 2217.5	 4.8	S4G	Simbad	NED	LEDA
    1529	 	PGC012130 	049.00239	-05.49928	 60.8	  23.1	 0.620	12.891	 0.001	13.292	 0.001	 2.520	 2.498	-19.924	-19.523	10.076	 36.550	 1.760	 2.3	 1.0	 2317.5	 6.3	S4G	Simbad	NED	LEDA
    1530	 	PGC012439 	049.97437	-03.59363	 60.4	  -0.3	 0.793	14.222	 0.002	14.595	 0.003	 3.098	 3.117	-19.225	-18.852	 9.776	 48.900	 0.271	 6.2	 0.6	 2756.0	 7.6	S4G	Simbad	NED	LEDA
    1531	 	PGC012608 	050.46512	-15.71044	 48.2	  83.4	 0.549	15.378	 0.097	15.802	 0.008	 3.716	 3.501	-16.710	-16.285	 8.808	       	      	 9.0	 0.5	 2007.0	 7.9	S4G	Simbad	NED	LEDA
    1532	 	PGC012633 	050.57273	-07.09068	 46.8	  61.2	 0.071	12.861	 0.001	13.286	 0.002	 3.368	 3.348	-19.508	-19.084	 9.927	 29.775	 2.103	 2.3	 1.1	 2723.0	 8.5	S4G	Simbad	NED	LEDA
    1533	 	PGC012664 	050.72954	-11.20336	 61.9	 -18.7	 0.314	13.788	 0.003	14.218	 0.002	 3.107	 3.092	-18.913	-18.483	 9.693	 34.700	      	 6.7	 0.7	 2808.1	 5.1	S4G	Simbad	NED	LEDA
    1534	 	PGC012798 	051.35388	-16.23345	 90.5	  11.7	 0.791	13.491	 0.001	13.877	 0.001	 3.091	 3.022	-18.846	-18.460	 9.634	 29.340	 3.864	 7.6	 0.9	 1874.4	 3.5	S4G	Simbad	NED	LEDA
    1535	 	PGC012981 	052.38849	-15.23836	 69.7	 -86.3	 0.272	13.904	 0.001	14.399	 0.006	 3.046	 3.048	-17.877	-17.382	 9.327	 22.700	      	 8.7	 0.8	 1887.8	 5.6	S4G	Simbad	NED	LEDA
    1536	 	PGC013612 	055.63063	-16.00241	 49.7	   6.0	 0.581	14.393	 0.001	14.765	 0.009	 3.683	 3.434	-17.095	-16.723	 8.924	       	      	 1.5	 3.3	 1567.0	 8.5	S4G	Simbad	NED	LEDA
    1537	 	PGC013646 	055.73385	-12.91635	 95.1	  35.7	 0.751	11.880	 0.001	12.312	 0.001	 2.820	 2.831	-20.859	-20.427	10.473	 35.308	 7.354	 4.8	 1.5	 2163.1	 4.6	S4G	Simbad	NED	LEDA
    1538	 	PGC013684 	055.89792	-16.01445	 68.8	 -12.7	 0.475	13.905	 0.001	14.383	 0.003	 2.785	 2.784	-16.962	-16.485	 8.948	       	      	 8.1	 0.7	 1210.6	 6.4	S4G	Simbad	NED	LEDA
    1539	 	PGC013716 	056.00435	-14.35865	 75.3	 -41.4	 0.629	12.319	 0.001	12.752	 0.001	 2.395	 2.401	-19.917	-19.484	10.097	 28.011	 4.263	 4.0	 0.4	 1582.9	 4.3	S4G	Simbad	NED	LEDA
    1540	 	PGC013821 	056.65881	-16.54984	 68.6	  44.4	 0.387	12.190	 0.001	12.566	 0.002	 3.864	 3.737	-18.724	-18.347	 9.578	       	      	 8.9	 2.9	 1237.0	 5.5	S4G	Simbad	NED	LEDA
    1541	 	PGC014037 	058.32581	-10.44668	 36.0	 -40.9	 0.488	14.550	 0.005	15.020	 0.002	 2.444	 2.457	-18.111	-17.641	 9.403	       	      	-1.0	 2.0	 2546.0	 8.5	S4G	Simbad	NED	LEDA
    1542	 	PGC014487 	061.80420	-17.20395	 58.8	 -46.6	 0.151	14.245	 0.001	14.606	 0.011	 3.396	 3.248	-17.506	-17.145	 9.079	 22.400	      	 7.9	 0.5	 1857.6	 3.6	S4G	Simbad	NED	LEDA
    1543	 	PGC014600 	062.63671	-07.16746	 77.1	  63.9	 0.794	14.158	 0.007	14.605	 0.015	 2.758	 2.822	-18.456	-18.010	 9.523	 33.333	 0.115	 6.8	 0.6	 2934.4	 5.3	S4G	Simbad	NED	LEDA
    1544	 	PGC014626 	062.83271	-16.22996	 54.9	 -74.2	 0.734	15.050	 0.003	15.441	 0.004	 2.535	 2.581	-16.870	-16.479	 8.847	       	      	 8.8	 1.0	 1879.0	 7.4	S4G	Simbad	NED	LEDA
    1545	 	NGC4111   	181.76314	+43.06568	137.5	 -24.9	 0.636	10.262	 0.001	10.753	 0.001	 5.344	 4.466	-20.697	-20.206	10.452	 15.550	 3.958	-1.3	 1.0	  786.5	 7.2	S4G	Simbad	NED	LEDA
    1546	 	NGC4116   	181.90365	+02.69163	124.3	 -35.8	 0.426	12.100	 0.004	12.583	 0.004	 3.270	 3.289	-19.529	-19.045	 9.979	 21.171	 2.546	 7.4	 1.2	 1310.1	 3.4	S4G	Simbad	NED	LEDA
    1547	 	NGC4117   	181.94220	+43.12638	 67.0	  24.8	 0.542	12.714	 0.001	13.176	 0.001	 4.042	 3.934	-18.812	-18.350	 9.677	 20.200	 4.101	-2.1	 0.5	  934.0	 8.5	S4G	Simbad	NED	LEDA
    1548	 	NGC4120   	182.12903	+69.54529	 56.6	 -13.1	 0.634	13.764	 0.002	14.182	 0.001	 2.772	 2.790	-18.986	-18.568	 9.713	       	      	 5.5	 0.6	 2246.3	 7.0	S4G	Simbad	NED	LEDA
    1549	 	NGC4123   	182.04630	+02.87835	127.3	 -53.3	 0.216	11.299	 0.001	11.733	 0.001	 3.877	 3.972	-20.407	-19.973	10.294	 21.933	 3.583	 5.0	 0.7	 1328.0	 2.8	S4G	Simbad	NED	LEDA
    1550	 	NGC4127   	182.10980	+76.80417	 85.2	 -42.3	 0.492	12.450	 0.001	12.894	 0.001	 3.594	 3.450	-20.110	-19.666	10.182	 32.506	 5.525	 5.1	 0.7	 1813.7	 3.8	S4G	Simbad	NED	LEDA
    1551	 	NGC4129   	182.22169	-09.03671	 96.6	 -84.9	 0.484	11.851	 0.008	12.380	 0.001	 3.232	 3.336	-19.774	-19.244	10.112	 21.129	 1.582	 2.3	 1.1	 1175.9	 4.3	S4G	Simbad	NED	LEDA
    1552	 	NGC4133   	182.20856	+74.90433	 69.5	 -47.7	 0.338	11.894	 0.001	12.311	 0.001	 4.837	 4.353	-19.113	-18.696	 9.764	 15.900	 1.490	 3.0	 0.5	 1357.7	 8.1	S4G	Simbad	NED	LEDA
    1553	 	NGC4136   	182.32387	+29.92756	114.9	  35.7	 0.058	11.719	 0.003	12.215	 0.004	 2.874	 2.847	-18.215	-17.719	 9.463	  9.700	      	 5.2	 0.7	  609.9	 4.8	S4G	Simbad	NED	LEDA
    1554	 	NGC4138   	182.37415	+43.68521	119.9	 -28.4	 0.442	10.786	 0.001	11.185	 0.003	 4.635	 4.321	-20.175	-19.776	10.176	 15.567	 1.626	-0.8	 1.1	  877.4	 5.6	S4G	Simbad	NED	LEDA
    1555	 	NGC4141   	182.44710	+58.84915	 36.4	  70.8	 0.327	14.487	 0.006	14.992	 0.014	 2.703	 2.676	-17.922	-17.417	 9.353	       	      	 6.0	 0.6	 1901.7	 6.7	S4G	Simbad	NED	LEDA
    1556	 	NGC4142   	182.37572	+53.10479	 59.7	  -4.1	 0.449	13.953	 0.001	14.364	 0.003	 2.853	 2.866	-18.126	-17.715	 9.365	 26.050	 3.634	 6.5	 0.8	 1157.5	 4.0	S4G	Simbad	NED	LEDA
    1557	 	NGC4144   	182.49367	+46.45736	198.9	 -78.2	 0.737	11.858	 0.001	12.253	 0.002	 3.242	 3.173	-17.251	-16.856	 9.003	  6.635	 1.563	 5.9	 0.5	  266.6	 3.7	S4G	Simbad	NED	LEDA
    1558	 	NGC4145   	182.50716	+39.88283	182.2	 -83.5	 0.387	11.174	 0.001	11.588	 0.001	 2.934	 2.940	-20.157	-19.743	10.178	 18.458	 3.787	 6.9	 0.4	 1018.4	 3.9	S4G	Simbad	NED	LEDA
    1559	 	UGC05695  	157.44499	+13.01820	 44.1	 -89.1	 0.568	14.214	 0.004	14.632	 0.002	 2.646	 2.696	-18.905	-18.488	 9.681	       	      	-1.0	 2.0	 2941.8	 6.7	S4G	Simbad	NED	LEDA
    1560	 	UGC05707  	157.80940	+43.13753	 55.4	  -8.1	 0.192	14.205	 0.044	14.859	 0.031	 3.285	 3.268	-18.192	-17.537	 9.571	 30.150	16.193	 5.9	 0.6	 2799.4	 3.9	S4G	Simbad	NED	LEDA
    1561	 	UGC05708  	157.80547	+04.47233	106.8	 -12.2	 0.822	14.324	 0.007	14.732	 0.003	 3.056	 3.004	-17.213	-16.806	 8.997	 20.300	 2.148	 6.6	 0.9	 1175.6	 3.5	S4G	Simbad	NED	LEDA
    1562	 	UGC05720  	158.13285	+54.40090	 52.3	 -67.0	 0.346	12.934	 0.004	13.262	 0.005	 4.232	 4.067	-19.047	-18.719	 9.672	 24.900	      	 9.9	 0.3	 1460.5	 7.6	S4G	Simbad	NED	LEDA
    1563	 	UGC05739  	158.58273	+13.75464	 51.2	 -23.8	 0.535	12.877	 0.001	13.230	 0.001	 2.889	 2.902	-20.271	-19.918	10.180	       	      	 9.7	 1.2	 2970.7	 5.9	S4G	Simbad	NED	LEDA
    1564	 	UGC05740  	158.69148	+50.76851	 55.9	 -50.2	 0.413	14.793	 0.031	15.203	 0.028	 2.613	 2.597	-15.472	-15.063	 8.302	 11.300	      	 8.8	 0.5	  650.0	 8.6	S4G	Simbad	NED	LEDA
    1565	 	UGC05764  	159.18245	+31.54773	 38.1	  47.9	 0.521	16.199	 0.028	16.707	 0.007	 2.346	 2.345	-12.995	-12.488	 7.383	  6.900	      	 9.9	 0.3	  581.9	 3.3	S4G	Simbad	NED	LEDA
    1566	 	UGC05765  	159.37014	+68.81964	 53.9	 -50.2	 0.765	14.567	 0.004	14.973	 0.006	 2.780	 2.786	-17.770	-17.364	 9.218	       	      	 4.0	 0.3	 1823.3	 6.9	S4G	Simbad	NED	LEDA
    1567	 	UGC05791  	159.86205	+47.94712	 37.1	  57.9	 0.572	15.194	 0.005	15.642	 0.002	 3.952	 3.711	-15.671	-15.223	 8.410	       	      	 3.0	 1.5	  856.7	 5.3	S4G	Simbad	NED	LEDA
    1568	 	UGC05798  	159.94577	+47.93212	 38.9	  39.1	 0.648	14.835	 0.002	15.172	 0.002	 2.337	 2.347	-17.082	-16.745	 8.892	       	      	 6.4	 1.6	 1518.7	 6.3	S4G	Simbad	NED	LEDA
    1569	 	UGC05814  	160.65885	+77.49487	 42.7	  13.2	 0.109	12.964	 0.001	13.329	 0.004	 5.669	 4.706	-19.447	-19.081	 9.859	       	      	 2.0	 2.0	 1881.0	 9.4	S4G	Simbad	NED	LEDA
    1570	 	UGC05829  	160.67580	+34.44885	 86.0	  76.2	 0.301	13.871	 0.003	14.424	 0.006	 2.458	 2.495	-15.644	-15.091	 8.477	  8.000	      	 9.8	 0.6	  630.0	 2.6	S4G	Simbad	NED	LEDA
    1571	 	UGC05832  	160.70183	+13.45982	 50.7	 -62.9	 0.208	13.668	 0.002	14.094	 0.002	 3.193	 3.122	-17.618	-17.192	 9.173	       	      	 4.2	 2.5	 1216.6	 4.2	S4G	Simbad	NED	LEDA
    1572	 	UGC05833  	160.77493	+20.42230	 45.1	 -33.8	 0.562	13.715	 0.004	14.138	 0.001	 4.818	 4.098	-18.112	-17.689	 9.368	 23.200	      	-2.0	 0.4	 1333.0	 5.5	S4G	Simbad	NED	LEDA
    1573	 	UGC05841  	161.23318	+76.68803	 45.5	 -48.1	 0.430	13.905	 0.003	14.285	 0.001	 4.989	 4.335	-18.510	-18.130	 9.495	       	      	 5.0	 0.5	 1885.5	 8.9	S4G	Simbad	NED	LEDA
    1574	 	UGC05844  	160.98365	+28.14733	 49.0	 -61.2	 0.784	15.690	 0.005	16.265	 0.001	 2.820	 2.810	-16.067	-15.492	 8.663	       	      	 6.6	 0.7	 1467.5	 4.7	S4G	Simbad	NED	LEDA
    1575	 	UGC05846  	161.12295	+60.37105	 38.3	 -72.8	 0.264	15.702	 0.052	15.992	 0.002	 2.151	 2.098	-15.726	-15.435	 8.316	 19.300	      	 9.9	 0.4	 1020.6	 3.6	S4G	Simbad	NED	LEDA
    1576	 	UGC05897  	161.92280	+11.07720	 97.0	  72.5	 0.675	12.933	 0.001	13.355	 0.002	 3.016	 3.045	-20.200	-19.778	10.202	 42.336	 6.370	 5.2	 0.6	 2717.9	 3.1	S4G	Simbad	NED	LEDA
    1577	 	UGC05898  	161.96019	+33.72850	 44.6	 -26.4	 0.718	15.868	 0.021	16.574	 0.008	 2.824	 2.863	-16.148	-15.442	 8.791	       	      	 8.0	 0.5	 1646.6	 4.5	S4G	Simbad	NED	LEDA
    1578	 	UGC05918  	162.40275	+65.53083	 45.9	  90.0	 0.551	15.756	 0.049	16.213	 0.003	 2.532	 2.575	-13.552	-13.094	 7.569	  7.270	 0.240	 9.8	 0.5	  339.1	 3.4	S4G	Simbad	NED	LEDA
    1579	 	UGC05921  	162.30191	+27.92546	 63.1	 -16.9	 0.749	14.805	 0.011	15.340	 0.001	 2.799	 2.828	-16.896	-16.360	 8.964	       	      	 8.1	 0.4	 1407.6	 5.6	S4G	Simbad	NED	LEDA
    1580	 	UGC05922  	162.25636	-00.64041	 38.3	   3.6	 0.313	14.252	 0.002	14.691	 0.001	 2.875	 2.922	-17.808	-17.368	 9.258	       	      	 6.8	 2.7	 1846.0	 9.4	S4G	Simbad	NED	LEDA
    1581	 	UGC05934  	162.49751	+31.90948	 45.9	  14.4	 0.255	15.006	 0.038	15.588	 0.043	 2.849	 2.942	-16.956	-16.373	 9.024	       	      	 8.0	 0.5	 1608.8	 4.9	S4G	Simbad	NED	LEDA
    1582	 	UGC05947  	162.62655	+19.64430	 43.1	  29.0	 0.418	15.144	 0.024	15.594	 0.052	 2.658	 2.603	-16.646	-16.196	 8.801	 22.800	      	10.0	 0.5	 1253.0	12.1	S4G	Simbad	NED	LEDA
